,SA2_MAINCODE_2016,D_0_4_FPEFT_MPEFT,D_0_4_FPEFT_MPEPT,D_0_4_FPEFT_MPEAW,D_0_4_FPEFT_MPEHNS,D_0_4_FPEFT_MPET,D_0_4_FPEFT_MPULFTW,D_0_4_FPEFT_MPULPTW,D_0_4_FPEFT_MPUT,D_0_4_FPEFT_MPTLF,D_0_4_FPEFT_MPNLF,D_0_4_FPEFT_MPLFSNS,D_0_4_FPEFT_T,D_0_4_FPEPT_MPEFT,D_0_4_FPEPT_MPEPT,D_0_4_FPEPT_MPEAW,D_0_4_FPEPT_MPEHNS,D_0_4_FPEPT_MPET,D_0_4_FPEPT_MPULFTW,D_0_4_FPEPT_MPULPTW,D_0_4_FPEPT_MPUT,D_0_4_FPEPT_MPTLF,D_0_4_FPEPT_MPNLF,D_0_4_FPEPT_MPLFSNS,D_0_4_FPEPT_T,D_0_4_FPEAW_MPEFT,D_0_4_FPEAW_MPEPT,D_0_4_FPEAW_MPEAW,D_0_4_FPEAW_MPEHNS,D_0_4_FPEAW_MPET,D_0_4_FPEAW_MPULFTW,D_0_4_FPEAW_MPULPTW,D_0_4_FPEAW_MPUT,D_0_4_FPEAW_MPTLF,D_0_4_FPEAW_MPNLF,D_0_4_FPEAW_MPLFSNS,D_0_4_FPEAW_T,D_0_4_FPHNS_MPEFT,D_0_4_FPHNS_MPEPT,D_0_4_FPHNS_MPEAW,D_0_4_FPHNS_MPEHNS,D_0_4_FPHNS_MPET,D_0_4_FPHNS_MPULFTW,D_0_4_FPHNS_MPULPTW,D_0_4_FPHNS_MPUT,D_0_4_FPHNS_MPTLF,D_0_4_FPHNS_MPNLF,D_0_4_FPHNS_MPLFSNS,D_0_4_FPHNS_T,D_0_4_FPET_MPEFT,D_0_4_FPET_MPEPT,D_0_4_FPET_MPEAW,D_0_4_FPET_MPEHNS,D_0_4_FPET_MPET,D_0_4_FPET_MPULFTW,D_0_4_FPET_MPULPTW,D_0_4_FPET_MPUT,D_0_4_FPET_MPTLF,D_0_4_FPET_MPNLF,D_0_4_FPET_MPLFSNS,D_0_4_FPET_T,D_0_4_FPULFTW_MPEFT,D_0_4_FPULFTW_MPEPT,D_0_4_FPULFTW_MP_EAW,D_0_4_FPULFTW_MP_E_HW_NS,D_0_4_FPULFTW_MPET,D_0_4_FPULFTW_MPULFTW,D_0_4_FPULFTW_MPULPTW,D_0_4_FPULFTW_MPUT,D_0_4_FPULFTW_MPTLF,D_0_4_FPULFTW_MPNLF,D_0_4_FPULFTW_MPLFSNS,D_0_4_FPULFTW_T,D_0_4_FPULPTW_MPEFT,D_0_4_FPULPTW_MPEPT,D_0_4_FPULPTW_MPEAW,D_0_4_FPULPTW_MPEm_HW_NS,D_0_4_FPULPTW_MPET,D_0_4_FPULPTW_MPULFTW,D_0_4_FPULPTW_MPULPTW,D_0_4_FPULPTW_MPUT,D_0_4_FPULPTW_MPTLF,D_0_4_FPULPTW_MPNLF,D_0_4_FPULPTW_MPLFSNS,D_0_4_FPULPTW_T,D_0_4_FPUT_MPEFT,D_0_4_FPUT_MPEPT,D_0_4_FPUT_MPEAW,D_0_4_FPUT_MP_E_HNS,D_0_4_FPUT_MPET,D_0_4_FPUT_MPULFTW,D_0_4_FPUT_MPULPTW,D_0_4_FPUT_MPUT,D_0_4_FPUT_MPTLF,D_0_4_FPUT_MPNLF,D_0_4_FPUT_MPLFSNS,D_0_4_FPUT_T,D_0_4_FPTLF_MPEFT,D_0_4_FPTLF_MPEPT,D_0_4_FPTLF_MPEAW,D_0_4_FPTLF_MPEHNS,D_0_4_FPTLF_MPET,D_0_4_FPTLF_MPULFTW,D_0_4_FPTLF_MPULPTW,D_0_4_FPTLF_MPUT,D_0_4_FPTLF_MPTLF,D_0_4_FPTLF_MPNLF,D_0_4_FPTLF_MPLFSNS,D_0_4_FPTLF_T,D_0_4_FPNLF_MPEFT,D_0_4_FPNLF_MPEPT,D_0_4_FPNLF_MPEAW,D_0_4_FPNLF_MP_E_HNS,D_0_4_FPNLF_MPET,D_0_4_FPNLF_MPUEmpLfFTW,D_0_4_FPNLF_MPUEmpLfPTW,D_0_4_FPNLF_MPUT,D_0_4_FPNLF_MPTLF,D_0_4_FPNLF_MPNLF,D_0_4_FPNLF_MPLFSNS,D_0_4_FPNLF_T,D_0_4_FPLFSNS_MPEFT,D_0_4_FPLFSNS_MPEPT,D_0_4_FPLFSNS_MPEAW,D_0_4_FPLFSNS_MP_E_HNS,D_0_4_FPLFSNS_MPET,D_0_4_FPLFSNS_MPULFTW,D_0_4_FPLFSNS_MPULPTW,D_0_4_FPLFSNS_MPUT,D_0_4_FPLFSNS_MPTLF,D_0_4_FPLFSNS_MPNLF,D_0_4_FPLFSNS_MPLFSNS,D_0_4_FPLFSNS_T,D_0_4_FPT_MPEFT,D_0_4_FPT_MPEPT,D_0_4_FPT_MPEAW,D_0_4_FPT_MPEHNS,D_0_4_FPT_MPET,D_0_4_FPT_MPULFTW,D_0_4_FPT_MPULPTW,D_0_4_FPT_MPUT,D_0_4_FPT_MPTLF,D_0_4_FPT_MPNLF,D_0_4_FPT_MPLFSNS,D_0_4_FPT_T,Male_Lone_Parent_Employed_Worked_Full_Time,Male_Lone_Parent_Employed_Worked_Part_Time,Male_Lone_Parent_Employed_Away_From_Work,Male_Lone_Parent_Hours_Worked_Not_Stated,Male_Lone_Parent_Total_Employed,Male_Lone_Parent_Unemployed_Looking_For_Full_Time_Work,Male_Lone_Parent_Unemployed_Looking_For_Part_Time_Work,Male_Lone_Parent_Total_Unemployed,Male_Lone_Parent_Total_Labour_Force,Male_Lone_Parent_Not_In_The_Labour_Force,Male_Lone_Parent_Labour_Force_Status_Not_Stated,Male_Lone_Parent_Total,Female_Lone_Parent_Employed_Worked_Full_Time,Female_Lone_Parent_Employed_Worked_Part_Time,Female_Lone_Parent_Employed_Away_From_Work,Female_Lone_Parent_Hours_Worked_Not_Stated,Female_Lone_Parent_Total_Employed,Female_Lone_Parent_Unemployed_Looking_For_Full_Time_Work,Female_Lone_Parent_Unemployed_Looking_For_Part_Time_Work,Female_Lone_Parent_Total_Unemployed,Female_Lone_Parent_Total_Labour_Force,Female_Lone_Parent_Not_In_The_Labour_Force,Female_Lone_Parent_Labour_Force_Status_Not_Stated,Female_Lone_Parent_Total,Total_Lone_Parents_Employed_Worked_Full_Time,Total_Lone_Parents_Employed_Worked_Part_Time,Total_Lone_Parents_Employed_Away_From_Work,Total_Lone_Parents_Hours_Worked_Not_Stated,Total_Lone_Parents_Total_Employed,Total_Lone_Parents_Unemployed_Looking_For_Full_Time_Work,Total_Lone_Parents_Unemployed_Looking_For_Part_Time_Work,Total_Lone_Parents_Total_Unemployed,Total_Lone_Parents_Total_Labour_Force,Total_Lone_Parents_Not_In_The_Labour_Force,Total_Lone_Parents_Labour_Force_Status_Not_Stated,Total_Lone_Parents_Total,SA2_name,Index of Relative Socio-economic Disadvantage_score,Index of Relative Socio-economic Disadvantage_decile,Index of Relative Socio-economic Adv and Disadv_score,Index of Relative Socio-economic Adv and Disadv_decile,Index of Economic Resources_score,Index of Economic Resources_decile,Index of Education and Occupation_score,Index of Education and Occupation_decile,Usual Resident Population,code,name,total,vulnerable,vulnerable_percentage
333,213021342,105,12,3,0,115,6,0,6,121,7,0,129,234,28,3,3,266,6,0,5,273,8,0,282,79,9,7,0,94,3,0,0,97,0,0,97,3,0,0,4,9,0,0,0,9,0,0,9,415,50,12,8,484,14,3,12,500,13,0,516,6,0,0,0,12,0,0,0,12,0,0,12,15,0,0,0,19,0,0,0,18,0,0,17,21,0,0,0,25,5,0,5,34,3,0,37,437,53,12,8,514,14,3,18,533,21,0,554,278,52,5,0,340,9,3,16,354,43,0,393,0,0,0,0,0,0,0,0,0,0,4,8,718,105,24,8,849,28,3,35,884,63,3,957,0,0,0,3,4,0,0,0,5,3,0,8,18,27,0,0,49,0,4,5,53,81,0,135,21,28,0,3,53,3,4,8,62,85,0,146,Altona Meadows,980,4,966,4,977,4,953.0,4.0,19160.0,21342,Altona Meadows,195,37,0.19
334,213021343,87,14,3,3,107,3,0,4,107,14,0,120,206,22,3,0,231,0,3,3,234,0,0,240,53,13,8,0,78,0,0,0,78,0,0,78,3,0,0,6,4,0,0,0,4,0,0,8,354,47,15,9,421,6,3,9,429,12,0,444,7,0,0,0,11,0,0,0,11,0,0,11,10,3,0,0,13,0,0,0,10,0,0,10,15,0,0,0,15,0,0,0,22,0,0,22,367,49,14,9,441,3,3,6,450,12,0,462,230,79,4,9,315,19,0,19,332,57,0,390,9,5,0,3,13,0,0,0,13,0,7,21,603,126,26,18,772,20,3,23,795,67,13,875,3,3,0,0,6,0,0,0,8,0,0,11,8,11,0,0,24,0,3,3,26,52,0,76,14,18,0,5,29,0,3,3,32,58,0,89,Altona North,949,3,958,4,950,3,966.0,5.0,14002.0,21343,Altona North,144,26,0.18
335,213021344,172,34,8,0,207,4,0,4,213,14,0,224,436,28,7,3,475,5,0,7,485,3,0,487,119,10,15,0,143,0,0,0,143,5,0,145,3,0,0,3,4,0,0,0,4,0,0,10,727,71,30,5,836,5,0,12,845,15,0,867,3,0,0,0,8,0,0,0,9,0,0,10,17,0,0,0,17,0,0,0,17,0,0,17,19,0,0,0,23,0,0,0,24,0,0,28,747,78,31,5,863,12,0,13,874,21,0,894,255,22,17,7,302,8,0,7,317,15,0,330,3,0,0,0,3,0,0,0,3,0,3,3,1010,99,50,18,1170,16,3,17,1187,32,6,1224,3,0,0,0,3,0,0,0,3,0,0,3,26,23,0,0,50,0,0,0,54,23,3,74,26,23,0,0,55,0,0,0,56,23,3,84,Newport,1073,9,1089,9,1044,8,1103.0,9.0,17578.0,21344,Newport,272,12,0.04
336,213021345,44,7,0,0,50,0,0,0,50,5,0,61,71,8,0,0,83,0,0,3,84,3,0,87,18,0,0,0,20,0,0,0,20,0,0,19,0,0,0,0,3,0,0,0,3,0,0,3,132,20,0,0,156,0,0,3,157,10,0,164,5,0,0,0,5,0,0,0,5,0,0,8,8,0,0,0,6,0,0,0,6,0,0,6,12,0,0,0,10,0,0,0,10,0,0,13,144,22,0,0,165,0,0,3,169,7,0,178,87,17,3,0,108,6,3,11,118,12,0,127,0,0,0,0,0,0,0,0,0,0,0,0,237,38,4,0,274,3,7,9,284,24,0,307,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,10,0,0,0,9,26,0,35,5,3,0,0,6,0,0,0,9,28,0,37,Seabrook,1019,6,1004,6,1026,7,994.0,6.0,5124.0,21345,Seabrook,106,8,0.08
337,213021346,112,13,0,0,121,0,0,0,121,5,0,130,211,21,3,0,237,0,0,0,236,10,0,247,67,0,3,0,68,0,0,0,71,0,0,74,3,0,0,3,7,0,0,0,7,0,0,7,389,34,9,4,438,0,0,4,439,14,0,454,0,0,0,0,0,0,0,0,4,0,0,4,12,0,0,0,12,0,0,0,14,0,0,14,12,0,0,0,12,5,0,5,13,0,0,13,397,34,9,4,448,5,0,3,450,14,0,472,188,16,7,0,212,9,0,8,220,8,0,226,0,0,0,0,0,0,0,0,0,0,0,0,584,51,15,5,662,11,3,17,675,25,0,699,8,0,0,0,8,0,0,0,8,0,0,8,6,7,0,0,20,3,3,4,21,34,0,63,17,7,0,0,22,3,3,4,26,34,0,64,Williamstown,1067,9,1091,9,1039,8,1122.0,9.0,15453.0,21346,Williamstown,193,9,0.05
338,213031347,118,11,3,0,137,3,0,4,143,3,0,144,184,28,0,0,214,3,9,10,218,11,0,228,55,4,4,0,60,0,0,0,60,0,0,66,3,0,0,0,3,0,0,0,3,0,0,4,356,43,16,0,408,7,9,15,425,18,0,440,4,0,0,0,4,10,0,10,9,3,0,15,19,4,0,3,27,3,0,3,23,0,0,26,23,4,0,3,27,8,0,8,39,4,0,45,378,46,16,3,437,13,9,19,464,23,0,485,275,60,9,6,352,22,9,29,381,59,0,443,0,0,0,0,0,0,0,0,0,0,4,4,652,105,23,11,791,33,13,52,846,85,9,935,4,0,0,0,8,5,3,6,11,7,0,19,13,22,4,0,44,7,5,13,51,111,0,167,17,26,4,3,49,4,9,13,65,115,0,186,Braybrook,900,1,935,3,897,1,968.0,5.0,18230.0,21347,Braybrook,192,17,0.09
339,213031348,84,24,3,0,108,4,0,3,111,11,0,123,164,36,0,3,203,4,3,5,208,6,0,222,42,7,4,0,60,0,0,0,60,3,0,67,0,0,0,3,3,0,0,0,3,0,0,3,296,62,6,5,377,8,6,12,388,24,0,411,3,0,0,0,9,3,0,4,9,0,0,9,18,7,0,0,21,0,3,5,26,4,0,27,21,6,0,0,29,3,7,9,32,4,0,37,319,75,6,5,405,11,10,25,424,26,0,449,151,41,9,10,201,16,4,24,225,31,0,256,0,0,0,3,4,0,0,0,4,0,0,3,472,112,13,18,614,31,14,44,652,59,0,713,0,0,0,0,0,0,0,0,3,0,0,4,12,8,0,0,20,0,5,10,25,52,3,76,13,8,0,0,19,0,5,9,30,50,3,78,Footscray,962,3,993,5,865,1,1055.0,8.0,16345.0,21348,Footscray,136,8,0.06
340,213031349,95,10,0,0,110,3,0,3,117,3,0,121,152,16,0,0,168,4,0,4,175,3,0,178,37,7,9,0,55,0,0,0,55,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,287,39,8,0,330,5,0,7,343,12,0,348,5,0,0,0,5,0,0,0,5,0,0,5,7,0,0,0,7,0,0,0,12,0,0,12,11,0,0,0,11,0,0,0,18,0,0,18,302,39,8,0,344,5,4,10,353,12,0,365,145,25,10,8,187,6,0,10,197,4,0,206,0,0,0,0,0,0,0,0,0,0,0,0,449,63,12,6,531,13,4,21,551,19,3,570,5,0,0,0,5,0,0,0,5,0,0,5,13,13,0,0,20,3,0,4,26,24,0,46,16,13,0,0,25,3,0,4,31,24,0,56,Maribyrnong,1052,8,1063,8,1002,6,1071.0,8.0,12216.0,21349,Maribyrnong,117,5,0.04
341,213031350,93,11,3,0,108,6,0,7,114,7,0,121,250,31,4,0,283,0,0,0,285,3,0,288,70,3,6,3,86,0,0,0,86,0,0,93,7,0,0,0,9,0,0,0,9,0,0,9,420,49,14,4,486,6,0,9,498,16,0,511,4,0,0,0,8,0,0,0,5,0,0,5,4,3,4,0,13,0,0,0,13,3,0,10,8,5,4,0,18,0,0,0,18,3,0,20,425,52,15,4,507,9,0,11,511,16,0,528,116,14,5,0,136,0,0,0,136,10,0,148,0,0,0,0,0,0,0,0,0,0,0,0,549,68,24,4,641,9,0,11,649,26,0,679,3,0,0,0,3,0,0,0,3,0,0,3,4,19,4,0,27,5,0,8,28,21,0,45,8,19,4,0,25,5,0,8,31,21,0,53,Seddon - Kingsville,1048,8,1076,9,988,5,1114.0,9.0,9235.0,21350,Seddon - Kingsville,135,7,0.05
342,213031351,69,10,0,0,86,0,0,0,86,6,0,90,251,38,0,0,289,5,0,7,295,5,0,308,62,12,4,0,79,0,0,0,76,4,0,83,0,3,0,0,4,0,0,0,4,0,0,4,385,64,10,0,460,3,0,7,468,20,0,486,11,3,0,0,12,0,0,7,16,0,0,16,11,0,0,0,13,0,0,0,14,0,0,14,19,4,0,0,28,7,0,10,30,0,0,30,403,67,10,0,487,8,8,14,497,20,0,518,163,27,4,7,196,7,0,7,201,14,0,219,0,0,0,0,0,0,0,0,0,0,0,0,568,94,9,8,683,21,6,25,701,30,0,736,0,3,0,0,3,0,0,0,3,0,0,3,11,14,8,0,27,0,0,5,30,28,0,58,10,12,7,0,29,0,0,5,34,29,0,61,West Footscray - Tottenham,996,5,1010,6,937,2,1047.0,8.0,11457.0,21351,West Footscray - Tottenham,145,7,0.05
343,213031352,118,22,8,0,148,0,3,5,147,4,0,158,340,26,3,5,373,7,0,11,386,7,0,395,118,5,9,0,128,0,0,0,133,0,0,137,3,0,0,0,3,0,0,0,3,0,0,3,580,59,14,5,651,13,5,12,667,14,0,685,5,0,0,0,5,0,0,0,5,0,0,5,11,0,3,0,12,0,0,0,12,0,0,12,13,0,3,0,16,0,0,0,16,0,0,16,594,59,14,5,674,13,5,12,684,14,0,706,248,8,3,4,264,5,4,5,271,12,0,282,0,0,0,0,0,0,0,0,0,0,3,3,841,70,19,4,933,17,6,23,955,34,5,988,0,3,0,0,3,0,0,0,3,0,0,3,6,13,0,0,19,0,0,0,23,24,0,50,6,11,0,0,20,0,0,0,20,24,0,48,Yarraville,1069,9,1089,9,1027,7,1106.0,9.0,14798.0,21352,Yarraville,210,20,0.1
344,213041353,123,20,0,6,147,0,0,0,151,7,0,162,349,35,0,0,384,7,0,7,391,13,0,404,62,3,15,0,79,0,0,0,76,0,0,76,3,0,0,6,8,0,0,0,8,0,0,8,545,55,15,10,616,9,0,4,626,23,0,649,3,0,0,0,3,0,0,0,3,0,0,3,12,0,0,0,12,0,0,0,16,0,0,19,20,0,0,0,20,0,0,0,19,0,0,23,560,55,15,10,639,6,0,10,647,24,0,667,332,31,14,3,383,10,3,19,399,25,0,426,3,0,0,0,0,0,0,0,0,0,0,0,895,87,31,12,1022,23,4,24,1044,45,0,1097,8,4,3,0,8,0,0,0,8,4,0,12,16,36,4,0,52,3,4,12,63,127,0,194,18,37,5,0,60,3,4,12,71,129,0,208,Bacchus Marsh,1007,5,984,5,1018,6,966.0,5.0,20345.0,21353,Bacchus Marsh,284,10,0.04
345,213041355,175,9,3,0,189,7,0,7,189,4,0,194,366,38,3,4,409,4,0,3,412,12,0,423,125,4,13,0,141,0,0,3,143,0,0,141,6,5,0,3,14,0,0,0,14,0,0,14,667,55,15,6,751,9,0,9,760,17,0,778,9,3,0,0,17,0,0,0,12,0,0,12,32,3,0,0,35,0,3,3,35,0,0,35,42,8,0,0,44,0,3,5,49,0,0,49,712,57,15,6,796,12,3,14,811,17,0,831,364,47,9,9,419,6,0,6,432,23,0,461,0,0,0,3,3,0,0,0,3,0,3,8,1072,102,27,21,1223,18,3,22,1247,41,3,1291,5,3,0,0,7,0,0,0,7,0,0,5,8,30,0,0,44,4,3,7,50,64,4,116,16,37,0,0,50,4,3,7,58,64,4,123,Hillside,1052,8,1032,7,1080,9,988.0,6.0,20216.0,21355,Hillside,316,44,0.14
346,213041356,121,6,0,0,130,0,0,0,133,13,0,149,192,13,3,3,214,3,0,3,219,4,0,221,44,5,7,0,59,0,0,0,59,0,0,62,5,0,0,0,5,0,0,0,5,0,0,9,367,31,9,3,407,7,0,9,414,20,0,437,10,3,0,0,11,0,0,0,14,0,0,14,28,5,0,0,30,4,0,4,32,0,0,32,40,5,0,0,46,3,0,3,51,0,0,51,405,32,9,3,454,7,0,7,461,20,0,483,309,54,4,13,381,20,5,27,404,39,3,446,0,0,0,0,0,0,0,0,0,0,4,4,716,86,14,13,832,33,8,34,865,65,5,933,3,0,0,0,9,0,0,4,12,4,0,18,28,29,6,0,60,3,11,20,82,245,7,327,30,29,11,0,67,9,15,20,91,249,7,340,Melton,926,2,910,2,967,3,891.0,1.0,18906.0,21356,Melton,295,34,0.12
347,213041357,193,15,4,0,211,5,0,10,215,18,0,238,364,33,4,5,408,6,0,12,415,13,0,429,89,9,10,0,112,0,0,0,112,0,0,112,13,0,0,9,21,0,0,0,21,0,0,21,659,63,12,17,749,13,7,15,765,31,0,796,19,0,0,0,22,14,0,13,35,0,0,39,21,4,0,0,21,0,0,4,25,0,0,27,40,7,0,0,47,16,3,15,64,3,0,65,696,65,12,17,796,31,6,33,825,34,0,864,486,68,13,8,574,41,4,51,623,82,3,703,5,0,0,4,12,0,0,0,12,0,3,12,1190,129,28,31,1379,68,10,80,1460,119,3,1583,16,0,0,0,18,0,0,0,24,8,0,29,17,67,5,0,94,9,17,30,120,292,8,418,37,69,5,0,116,11,17,25,141,291,8,441,Melton South,950,3,936,3,984,4,914.0,2.0,23437.0,21357,Melton South,488,44,0.09
348,213041358,145,10,0,0,157,0,3,3,161,17,0,183,288,32,6,0,330,3,0,3,332,8,0,344,75,4,8,0,88,0,0,0,88,0,0,93,5,0,0,3,7,3,0,3,11,0,0,11,519,50,16,6,585,8,3,11,595,27,5,630,8,0,0,3,10,3,0,3,15,0,0,17,24,5,0,0,27,0,0,0,27,0,0,27,34,5,0,3,42,3,0,3,45,0,0,42,549,50,17,10,624,9,4,10,636,28,5,672,310,49,14,12,385,22,8,28,415,67,0,486,0,0,0,0,0,0,0,0,0,0,8,7,858,100,33,20,1016,29,14,41,1058,101,11,1169,15,0,0,0,15,3,0,3,17,3,0,25,15,45,12,0,73,11,10,19,93,188,3,287,37,45,12,0,89,15,10,23,116,196,0,309,Melton West,967,3,947,3,1006,6,922.0,2.0,17551.0,21358,Melton West,311,32,0.1
349,213041359,5,0,0,0,8,0,0,0,8,0,0,8,20,0,0,0,26,0,0,0,21,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,3,0,0,29,0,0,0,28,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,3,0,0,29,0,0,0,28,0,0,32,13,4,0,3,24,0,0,0,24,9,0,31,0,0,0,0,0,0,0,0,0,0,0,0,46,3,0,3,53,0,0,0,55,5,0,63,7,0,0,0,7,0,0,0,6,0,0,6,0,5,0,0,7,0,0,0,5,11,0,15,3,5,0,0,10,0,0,0,9,11,0,17,Rockbank - Mount Cottrell,909,2,889,1,963,3,856.0,1.0,3040.0,21359,Rockbank - Mount Cottrell,44,3,0.07
350,213041360,215,17,3,3,237,12,3,16,252,11,0,268,417,42,3,10,474,4,0,4,477,11,0,489,99,13,6,0,117,3,0,3,116,4,0,125,16,0,0,10,26,0,0,0,26,0,0,26,745,73,8,21,849,18,3,22,872,28,0,904,5,0,0,0,9,0,0,0,9,4,0,15,27,0,0,0,30,5,0,5,29,5,0,33,33,3,0,0,35,5,0,5,43,8,0,47,782,72,8,25,884,28,3,28,910,40,0,949,438,61,7,24,532,22,0,22,555,46,3,600,3,0,0,0,4,0,0,0,4,0,4,8,1219,137,18,45,1418,47,3,48,1466,84,7,1560,4,0,0,0,4,0,0,0,4,0,0,4,8,32,3,0,47,3,0,3,56,61,0,117,13,32,3,0,56,3,0,3,58,61,3,120,Taylors Hill,1042,7,1035,7,1082,9,996.0,6.0,19224.0,21360,Taylors Hill,325,35,0.11
351,213041461,49,4,0,0,50,0,0,0,50,0,0,50,45,9,0,0,51,0,0,0,51,0,0,51,7,0,0,0,14,0,0,0,14,0,0,14,4,0,0,7,6,0,0,0,6,0,0,6,105,12,3,4,122,0,0,0,122,0,0,121,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,4,0,0,4,5,0,0,0,5,0,0,0,4,0,0,4,106,12,3,4,127,0,0,0,130,0,0,133,68,27,4,3,101,0,0,0,101,6,0,108,0,0,0,0,3,0,0,0,3,0,0,3,178,39,3,8,229,0,0,3,235,7,0,244,0,0,0,0,0,0,0,0,3,0,0,4,3,13,0,0,14,0,0,4,17,22,0,38,3,13,0,0,14,0,0,3,16,23,0,39,Burnside,971,4,964,4,1028,7,924.0,2.0,4751.0,21461,Burnside,83,7,0.08
352,213041462,85,19,0,0,106,12,0,12,111,3,0,111,153,19,0,0,170,0,0,0,172,3,0,175,32,5,3,0,39,0,0,0,39,0,0,40,3,0,0,0,3,0,0,0,3,0,0,3,273,36,3,5,317,14,0,14,329,8,0,336,6,0,0,0,6,0,0,0,6,0,0,6,12,3,0,0,10,0,0,0,13,0,0,13,12,3,0,0,17,0,0,0,18,0,0,18,288,37,3,5,334,14,0,11,343,8,0,354,197,26,6,4,236,10,0,12,249,18,0,271,0,3,0,0,3,0,0,0,3,0,0,3,486,63,9,7,569,23,3,23,591,27,0,620,4,0,0,0,4,0,0,0,4,0,0,5,11,11,0,0,18,0,0,0,22,40,0,59,10,11,0,0,28,0,0,0,27,40,0,66,Burnside Heights,1018,6,1019,6,1066,9,991.0,6.0,6072.0,21462,Burnside Heights,166,12,0.07
353,213041463,204,25,3,0,224,10,0,8,232,11,0,249,337,24,3,5,373,3,0,6,378,10,0,386,93,3,5,0,103,0,0,0,103,0,0,106,12,3,0,4,17,0,0,0,17,0,0,17,642,57,13,10,721,13,3,9,729,30,0,754,16,0,0,0,22,0,0,0,21,0,0,21,23,3,0,0,23,0,0,0,23,0,0,23,44,5,0,0,45,0,0,0,44,0,0,44,684,60,13,10,760,12,3,13,778,30,0,806,374,42,8,4,430,19,0,19,443,70,0,516,8,3,0,4,7,0,0,0,7,0,11,20,1066,103,19,18,1197,26,3,28,1226,95,12,1336,8,3,0,0,11,0,0,0,11,4,0,14,13,24,0,0,44,5,3,4,45,73,0,122,25,32,0,3,52,5,3,4,61,81,3,140,Caroline Springs,1035,7,1030,7,1050,8,1014.0,6.0,19900.0,21463,Caroline Springs,327,27,0.08
354,213051361,125,24,3,0,156,4,0,4,156,12,0,170,156,45,3,4,205,7,0,7,211,13,0,218,36,5,3,0,44,3,0,3,50,0,0,46,5,4,0,7,9,0,0,0,9,0,0,9,323,75,8,10,414,11,0,11,432,24,0,452,9,0,0,0,13,0,0,0,16,3,0,14,25,8,0,0,39,0,0,0,39,0,0,39,35,10,0,0,50,0,0,0,48,3,0,48,357,88,8,9,465,13,0,13,481,23,0,502,299,82,0,10,388,20,4,21,408,52,3,464,3,0,0,3,5,0,0,0,5,0,4,13,655,169,8,26,858,33,4,39,893,76,8,980,3,9,0,0,9,0,0,0,12,5,3,21,22,15,5,4,44,3,7,9,49,106,0,156,28,21,5,4,49,3,7,13,61,108,3,176,Hoppers Crossing - North,992,5,972,4,1009,6,942.0,3.0,19224.0,21361,Hoppers Crossing - North,242,24,0.1
355,213051362,113,21,3,0,132,0,0,0,132,6,0,147,177,29,6,0,209,3,3,5,209,20,0,231,39,0,3,0,44,0,0,0,44,4,0,47,3,6,0,3,10,0,0,0,10,0,0,10,327,51,12,3,390,3,3,11,402,28,0,428,5,3,0,0,11,9,0,9,20,0,0,18,24,7,0,3,34,3,0,3,38,0,0,38,33,7,0,3,46,8,0,8,59,3,0,58,364,60,12,5,436,13,3,17,454,32,0,488,346,79,16,9,444,28,3,32,478,76,3,558,3,0,0,0,5,0,0,0,5,0,3,9,705,135,28,17,890,45,12,49,939,107,8,1056,7,5,0,0,13,0,0,0,13,3,0,18,24,23,7,0,47,3,6,5,55,122,3,181,33,27,7,0,60,3,7,12,68,126,3,193,Hoppers Crossing - South,962,3,946,3,972,4,922.0,2.0,19477.0,21362,Hoppers Crossing - South,287,34,0.12
356,213051363,120,10,3,0,129,5,0,5,131,8,0,140,141,26,0,0,166,0,0,0,167,3,0,174,36,5,0,0,42,0,0,0,40,4,0,43,4,0,0,3,6,0,0,0,6,0,0,7,299,32,6,6,347,7,0,10,352,13,0,372,12,0,0,0,19,0,0,0,15,6,0,22,20,0,0,0,20,0,0,0,20,0,0,20,34,0,0,0,37,0,0,0,40,6,0,42,334,35,6,6,379,10,0,9,394,20,0,408,200,30,3,3,242,23,4,22,261,34,0,296,0,0,0,3,8,0,0,0,8,0,0,4,537,63,7,12,628,31,6,36,663,48,3,710,0,0,0,0,5,0,0,0,5,3,0,9,15,11,0,0,18,0,3,3,21,41,0,64,18,9,0,0,23,0,3,3,25,43,0,74,Laverton,988,5,1000,6,986,5,999.0,6.0,8907.0,21363,Laverton,130,33,0.25
