Sex,LFSP_C16,Labour force status,ASGS_2016,Region,Value
Persons,5,"Unemployed, looking for full-time work",211041272,Vermont,0
Males,6,"Unemployed, looking for part-time work",211041272,Vermont,0
Females,6,"Unemployed, looking for part-time work",211041272,Vermont,0
Persons,6,"Unemployed, looking for part-time work",211041272,Vermont,3
Males,7,Not in the labour force,211041272,Vermont,0
Females,7,Not in the labour force,211041272,Vermont,14
Persons,7,Not in the labour force,211041272,Vermont,11
Males,Z,Labour force status not stated,211041272,Vermont,0
Females,Z,Labour force status not stated,211041272,Vermont,0
Persons,Z,Labour force status not stated,211041272,Vermont,0
Males,EMP,Total Employed,211041272,Vermont,4
Females,EMP,Total Employed,211041272,Vermont,19
Persons,EMP,Total Employed,211041272,Vermont,19
Males,UEMP,Total Unemployed,211041272,Vermont,0
Females,UEMP,Total Unemployed,211041272,Vermont,0
Persons,UEMP,Total Unemployed,211041272,Vermont,3
Males,LF,Total Labour Force,211041272,Vermont,4
Females,LF,Total Labour Force,211041272,Vermont,22
Persons,LF,Total Labour Force,211041272,Vermont,23
Males,TOT,Total,211041272,Vermont,3
Females,TOT,Total,211041272,Vermont,29
Persons,TOT,Total,211041272,Vermont,38
Males,1,"Employed, worked full-time",211041273,Vermont South,0
Females,1,"Employed, worked full-time",211041273,Vermont South,4
Persons,1,"Employed, worked full-time",211041273,Vermont South,8
Males,2,"Employed, worked part-time",211041273,Vermont South,0
Females,2,"Employed, worked part-time",211041273,Vermont South,7
Persons,2,"Employed, worked part-time",211041273,Vermont South,7
Males,3,"Employed, away from work",211041273,Vermont South,0
Females,3,"Employed, away from work",211041273,Vermont South,0
Persons,3,"Employed, away from work",211041273,Vermont South,0
Males,4,"Employed, hours of work not stated",211041273,Vermont South,0
Females,4,"Employed, hours of work not stated",211041273,Vermont South,0
Persons,4,"Employed, hours of work not stated",211041273,Vermont South,0
Males,5,"Unemployed, looking for full-time work",211041273,Vermont South,0
Females,5,"Unemployed, looking for full-time work",211041273,Vermont South,0
Persons,5,"Unemployed, looking for full-time work",211041273,Vermont South,0
Males,6,"Unemployed, looking for part-time work",211041273,Vermont South,3
Females,6,"Unemployed, looking for part-time work",211041273,Vermont South,0
Persons,6,"Unemployed, looking for part-time work",211041273,Vermont South,5
Males,7,Not in the labour force,211041273,Vermont South,0
Females,7,Not in the labour force,211041273,Vermont South,21
Persons,7,Not in the labour force,211041273,Vermont South,21
Males,Z,Labour force status not stated,211041273,Vermont South,0
Females,Z,Labour force status not stated,211041273,Vermont South,0
Persons,Z,Labour force status not stated,211041273,Vermont South,0
Males,EMP,Total Employed,211041273,Vermont South,0
Females,EMP,Total Employed,211041273,Vermont South,9
Persons,EMP,Total Employed,211041273,Vermont South,7
Males,UEMP,Total Unemployed,211041273,Vermont South,3
Females,UEMP,Total Unemployed,211041273,Vermont South,0
Persons,UEMP,Total Unemployed,211041273,Vermont South,5
Males,LF,Total Labour Force,211041273,Vermont South,4
Females,LF,Total Labour Force,211041273,Vermont South,10
Persons,LF,Total Labour Force,211041273,Vermont South,18
Males,TOT,Total,211041273,Vermont South,4
Females,TOT,Total,211041273,Vermont South,31
Persons,TOT,Total,211041273,Vermont South,35
Males,1,"Employed, worked full-time",211051274,Belgrave - Selby,0
Females,1,"Employed, worked full-time",211051274,Belgrave - Selby,6
Persons,1,"Employed, worked full-time",211051274,Belgrave - Selby,5
Males,2,"Employed, worked part-time",211051274,Belgrave - Selby,0
Females,2,"Employed, worked part-time",211051274,Belgrave - Selby,14
Persons,2,"Employed, worked part-time",211051274,Belgrave - Selby,16
Males,3,"Employed, away from work",211051274,Belgrave - Selby,0
Females,3,"Employed, away from work",211051274,Belgrave - Selby,0
Persons,3,"Employed, away from work",211051274,Belgrave - Selby,0
Males,4,"Employed, hours of work not stated",211051274,Belgrave - Selby,0
Females,4,"Employed, hours of work not stated",211051274,Belgrave - Selby,0
Persons,4,"Employed, hours of work not stated",211051274,Belgrave - Selby,0
Males,5,"Unemployed, looking for full-time work",211051274,Belgrave - Selby,0
Females,5,"Unemployed, looking for full-time work",211051274,Belgrave - Selby,0
Persons,5,"Unemployed, looking for full-time work",211051274,Belgrave - Selby,0
Males,6,"Unemployed, looking for part-time work",211051274,Belgrave - Selby,0
Females,6,"Unemployed, looking for part-time work",211051274,Belgrave - Selby,6
Persons,6,"Unemployed, looking for part-time work",211051274,Belgrave - Selby,6
Males,7,Not in the labour force,211051274,Belgrave - Selby,0
Females,7,Not in the labour force,211051274,Belgrave - Selby,21
Persons,7,Not in the labour force,211051274,Belgrave - Selby,21
Males,Z,Labour force status not stated,211051274,Belgrave - Selby,0
Females,Z,Labour force status not stated,211051274,Belgrave - Selby,0
Persons,Z,Labour force status not stated,211051274,Belgrave - Selby,0
Males,EMP,Total Employed,211051274,Belgrave - Selby,0
Females,EMP,Total Employed,211051274,Belgrave - Selby,20
Persons,EMP,Total Employed,211051274,Belgrave - Selby,23
Males,UEMP,Total Unemployed,211051274,Belgrave - Selby,0
Females,UEMP,Total Unemployed,211051274,Belgrave - Selby,6
Persons,UEMP,Total Unemployed,211051274,Belgrave - Selby,6
Males,LF,Total Labour Force,211051274,Belgrave - Selby,0
Females,LF,Total Labour Force,211051274,Belgrave - Selby,26
Persons,LF,Total Labour Force,211051274,Belgrave - Selby,26
Males,TOT,Total,211051274,Belgrave - Selby,3
Females,TOT,Total,211051274,Belgrave - Selby,45
Persons,TOT,Total,211051274,Belgrave - Selby,47
Males,1,"Employed, worked full-time",211051275,Chirnside Park,0
Females,1,"Employed, worked full-time",211051275,Chirnside Park,0
Persons,1,"Employed, worked full-time",211051275,Chirnside Park,0
Males,2,"Employed, worked part-time",211051275,Chirnside Park,0
Females,2,"Employed, worked part-time",211051275,Chirnside Park,14
Persons,2,"Employed, worked part-time",211051275,Chirnside Park,10
Males,3,"Employed, away from work",211051275,Chirnside Park,0
Females,3,"Employed, away from work",211051275,Chirnside Park,4
Persons,3,"Employed, away from work",211051275,Chirnside Park,4
Males,4,"Employed, hours of work not stated",211051275,Chirnside Park,0
Females,4,"Employed, hours of work not stated",211051275,Chirnside Park,0
Persons,4,"Employed, hours of work not stated",211051275,Chirnside Park,0
Males,5,"Unemployed, looking for full-time work",211051275,Chirnside Park,0
Females,5,"Unemployed, looking for full-time work",211051275,Chirnside Park,0
Persons,5,"Unemployed, looking for full-time work",211051275,Chirnside Park,0
Males,6,"Unemployed, looking for part-time work",211051275,Chirnside Park,0
Females,6,"Unemployed, looking for part-time work",211051275,Chirnside Park,0
Persons,6,"Unemployed, looking for part-time work",211051275,Chirnside Park,0
Males,7,Not in the labour force,211051275,Chirnside Park,3
Females,7,Not in the labour force,211051275,Chirnside Park,30
Persons,7,Not in the labour force,211051275,Chirnside Park,34
Males,Z,Labour force status not stated,211051275,Chirnside Park,0
Females,Z,Labour force status not stated,211051275,Chirnside Park,0
Persons,Z,Labour force status not stated,211051275,Chirnside Park,0
Males,EMP,Total Employed,211051275,Chirnside Park,0
Females,EMP,Total Employed,211051275,Chirnside Park,21
Persons,EMP,Total Employed,211051275,Chirnside Park,22
Males,UEMP,Total Unemployed,211051275,Chirnside Park,0
Females,UEMP,Total Unemployed,211051275,Chirnside Park,0
Persons,UEMP,Total Unemployed,211051275,Chirnside Park,0
Males,LF,Total Labour Force,211051275,Chirnside Park,0
Females,LF,Total Labour Force,211051275,Chirnside Park,21
Persons,LF,Total Labour Force,211051275,Chirnside Park,22
Males,TOT,Total,211051275,Chirnside Park,3
Females,TOT,Total,211051275,Chirnside Park,45
Persons,TOT,Total,211051275,Chirnside Park,53
Males,1,"Employed, worked full-time",211051276,Healesville - Yarra Glen,3
Females,1,"Employed, worked full-time",211051276,Healesville - Yarra Glen,10
Persons,1,"Employed, worked full-time",211051276,Healesville - Yarra Glen,12
Males,2,"Employed, worked part-time",211051276,Healesville - Yarra Glen,0
Females,2,"Employed, worked part-time",211051276,Healesville - Yarra Glen,18
Persons,2,"Employed, worked part-time",211051276,Healesville - Yarra Glen,18
Males,3,"Employed, away from work",211051276,Healesville - Yarra Glen,0
Females,3,"Employed, away from work",211051276,Healesville - Yarra Glen,3
Persons,3,"Employed, away from work",211051276,Healesville - Yarra Glen,3
Males,4,"Employed, hours of work not stated",211051276,Healesville - Yarra Glen,0
Females,4,"Employed, hours of work not stated",211051276,Healesville - Yarra Glen,0
Persons,4,"Employed, hours of work not stated",211051276,Healesville - Yarra Glen,0
Males,5,"Unemployed, looking for full-time work",211051276,Healesville - Yarra Glen,0
Females,5,"Unemployed, looking for full-time work",211051276,Healesville - Yarra Glen,0
Persons,5,"Unemployed, looking for full-time work",211051276,Healesville - Yarra Glen,0
Males,6,"Unemployed, looking for part-time work",211051276,Healesville - Yarra Glen,0
Females,6,"Unemployed, looking for part-time work",211051276,Healesville - Yarra Glen,4
Persons,6,"Unemployed, looking for part-time work",211051276,Healesville - Yarra Glen,4
Males,7,Not in the labour force,211051276,Healesville - Yarra Glen,3
Females,7,Not in the labour force,211051276,Healesville - Yarra Glen,55
Persons,7,Not in the labour force,211051276,Healesville - Yarra Glen,54
Males,Z,Labour force status not stated,211051276,Healesville - Yarra Glen,0
Females,Z,Labour force status not stated,211051276,Healesville - Yarra Glen,0
Persons,Z,Labour force status not stated,211051276,Healesville - Yarra Glen,0
Males,EMP,Total Employed,211051276,Healesville - Yarra Glen,3
Females,EMP,Total Employed,211051276,Healesville - Yarra Glen,33
Persons,EMP,Total Employed,211051276,Healesville - Yarra Glen,36
Males,UEMP,Total Unemployed,211051276,Healesville - Yarra Glen,0
Females,UEMP,Total Unemployed,211051276,Healesville - Yarra Glen,4
Persons,UEMP,Total Unemployed,211051276,Healesville - Yarra Glen,5
Males,LF,Total Labour Force,211051276,Healesville - Yarra Glen,7
Females,LF,Total Labour Force,211051276,Healesville - Yarra Glen,41
Persons,LF,Total Labour Force,211051276,Healesville - Yarra Glen,41
Males,TOT,Total,211051276,Healesville - Yarra Glen,6
Females,TOT,Total,211051276,Healesville - Yarra Glen,92
Persons,TOT,Total,211051276,Healesville - Yarra Glen,95
Males,1,"Employed, worked full-time",211051277,Kilsyth,0
Females,1,"Employed, worked full-time",211051277,Kilsyth,7
Persons,1,"Employed, worked full-time",211051277,Kilsyth,3
Males,2,"Employed, worked part-time",211051277,Kilsyth,0
Females,2,"Employed, worked part-time",211051277,Kilsyth,21
Persons,2,"Employed, worked part-time",211051277,Kilsyth,21
Males,3,"Employed, away from work",211051277,Kilsyth,0
Females,3,"Employed, away from work",211051277,Kilsyth,0
Persons,3,"Employed, away from work",211051277,Kilsyth,0
Males,4,"Employed, hours of work not stated",211051277,Kilsyth,0
Females,4,"Employed, hours of work not stated",211051277,Kilsyth,0
Persons,4,"Employed, hours of work not stated",211051277,Kilsyth,0
Males,5,"Unemployed, looking for full-time work",211051277,Kilsyth,0
Females,5,"Unemployed, looking for full-time work",211051277,Kilsyth,0
Persons,5,"Unemployed, looking for full-time work",211051277,Kilsyth,0
Males,6,"Unemployed, looking for part-time work",211051277,Kilsyth,0
Females,6,"Unemployed, looking for part-time work",211051277,Kilsyth,0
Persons,6,"Unemployed, looking for part-time work",211051277,Kilsyth,0
Males,7,Not in the labour force,211051277,Kilsyth,0
Females,7,Not in the labour force,211051277,Kilsyth,31
Persons,7,Not in the labour force,211051277,Kilsyth,34
Males,Z,Labour force status not stated,211051277,Kilsyth,0
Females,Z,Labour force status not stated,211051277,Kilsyth,0
Persons,Z,Labour force status not stated,211051277,Kilsyth,0
Males,EMP,Total Employed,211051277,Kilsyth,0
Females,EMP,Total Employed,211051277,Kilsyth,26
Persons,EMP,Total Employed,211051277,Kilsyth,24
Males,UEMP,Total Unemployed,211051277,Kilsyth,0
Females,UEMP,Total Unemployed,211051277,Kilsyth,0
Persons,UEMP,Total Unemployed,211051277,Kilsyth,0
Males,LF,Total Labour Force,211051277,Kilsyth,0
Females,LF,Total Labour Force,211051277,Kilsyth,27
Persons,LF,Total Labour Force,211051277,Kilsyth,31
Males,TOT,Total,211051277,Kilsyth,0
Females,TOT,Total,211051277,Kilsyth,55
Persons,TOT,Total,211051277,Kilsyth,58
Males,1,"Employed, worked full-time",211051278,Lilydale - Coldstream,0
Females,1,"Employed, worked full-time",211051278,Lilydale - Coldstream,16
Persons,1,"Employed, worked full-time",211051278,Lilydale - Coldstream,19
Males,2,"Employed, worked part-time",211051278,Lilydale - Coldstream,0
Females,2,"Employed, worked part-time",211051278,Lilydale - Coldstream,32
Persons,2,"Employed, worked part-time",211051278,Lilydale - Coldstream,32
Males,3,"Employed, away from work",211051278,Lilydale - Coldstream,0
Females,3,"Employed, away from work",211051278,Lilydale - Coldstream,3
Persons,3,"Employed, away from work",211051278,Lilydale - Coldstream,5
Males,4,"Employed, hours of work not stated",211051278,Lilydale - Coldstream,0
Females,4,"Employed, hours of work not stated",211051278,Lilydale - Coldstream,0
Persons,4,"Employed, hours of work not stated",211051278,Lilydale - Coldstream,0
Males,5,"Unemployed, looking for full-time work",211051278,Lilydale - Coldstream,0
Females,5,"Unemployed, looking for full-time work",211051278,Lilydale - Coldstream,0
Persons,5,"Unemployed, looking for full-time work",211051278,Lilydale - Coldstream,0
Males,6,"Unemployed, looking for part-time work",211051278,Lilydale - Coldstream,0
Females,6,"Unemployed, looking for part-time work",211051278,Lilydale - Coldstream,3
Persons,6,"Unemployed, looking for part-time work",211051278,Lilydale - Coldstream,3
Males,7,Not in the labour force,211051278,Lilydale - Coldstream,3
Females,7,Not in the labour force,211051278,Lilydale - Coldstream,54
Persons,7,Not in the labour force,211051278,Lilydale - Coldstream,60
Males,Z,Labour force status not stated,211051278,Lilydale - Coldstream,0
Females,Z,Labour force status not stated,211051278,Lilydale - Coldstream,0
Persons,Z,Labour force status not stated,211051278,Lilydale - Coldstream,0
Males,EMP,Total Employed,211051278,Lilydale - Coldstream,0
Females,EMP,Total Employed,211051278,Lilydale - Coldstream,52
Persons,EMP,Total Employed,211051278,Lilydale - Coldstream,56
Males,UEMP,Total Unemployed,211051278,Lilydale - Coldstream,0
Females,UEMP,Total Unemployed,211051278,Lilydale - Coldstream,7
Persons,UEMP,Total Unemployed,211051278,Lilydale - Coldstream,7
Males,LF,Total Labour Force,211051278,Lilydale - Coldstream,0
Females,LF,Total Labour Force,211051278,Lilydale - Coldstream,61
Persons,LF,Total Labour Force,211051278,Lilydale - Coldstream,64
Males,TOT,Total,211051278,Lilydale - Coldstream,9
Females,TOT,Total,211051278,Lilydale - Coldstream,110
Persons,TOT,Total,211051278,Lilydale - Coldstream,116
Males,1,"Employed, worked full-time",211051279,Monbulk - Silvan,3
Females,1,"Employed, worked full-time",211051279,Monbulk - Silvan,0
Persons,1,"Employed, worked full-time",211051279,Monbulk - Silvan,3
Males,2,"Employed, worked part-time",211051279,Monbulk - Silvan,0
Females,2,"Employed, worked part-time",211051279,Monbulk - Silvan,6
Persons,2,"Employed, worked part-time",211051279,Monbulk - Silvan,6
Males,3,"Employed, away from work",211051279,Monbulk - Silvan,0
Females,3,"Employed, away from work",211051279,Monbulk - Silvan,0
Persons,3,"Employed, away from work",211051279,Monbulk - Silvan,0
Males,4,"Employed, hours of work not stated",211051279,Monbulk - Silvan,0
Females,4,"Employed, hours of work not stated",211051279,Monbulk - Silvan,0
Persons,4,"Employed, hours of work not stated",211051279,Monbulk - Silvan,0
Males,5,"Unemployed, looking for full-time work",211051279,Monbulk - Silvan,0
Females,5,"Unemployed, looking for full-time work",211051279,Monbulk - Silvan,0
Persons,5,"Unemployed, looking for full-time work",211051279,Monbulk - Silvan,0
Males,6,"Unemployed, looking for part-time work",211051279,Monbulk - Silvan,0
Females,6,"Unemployed, looking for part-time work",211051279,Monbulk - Silvan,3
Persons,6,"Unemployed, looking for part-time work",211051279,Monbulk - Silvan,3
Males,7,Not in the labour force,211051279,Monbulk - Silvan,0
Females,7,Not in the labour force,211051279,Monbulk - Silvan,12
Persons,7,Not in the labour force,211051279,Monbulk - Silvan,12
Males,Z,Labour force status not stated,211051279,Monbulk - Silvan,0
Females,Z,Labour force status not stated,211051279,Monbulk - Silvan,0
Persons,Z,Labour force status not stated,211051279,Monbulk - Silvan,0
Males,EMP,Total Employed,211051279,Monbulk - Silvan,3
Females,EMP,Total Employed,211051279,Monbulk - Silvan,8
Persons,EMP,Total Employed,211051279,Monbulk - Silvan,9
Males,UEMP,Total Unemployed,211051279,Monbulk - Silvan,0
Females,UEMP,Total Unemployed,211051279,Monbulk - Silvan,3
Persons,UEMP,Total Unemployed,211051279,Monbulk - Silvan,3
Males,LF,Total Labour Force,211051279,Monbulk - Silvan,3
Females,LF,Total Labour Force,211051279,Monbulk - Silvan,10
Persons,LF,Total Labour Force,211051279,Monbulk - Silvan,16
Males,TOT,Total,211051279,Monbulk - Silvan,3
Females,TOT,Total,211051279,Monbulk - Silvan,26
Persons,TOT,Total,211051279,Monbulk - Silvan,24
Males,1,"Employed, worked full-time",211051280,Montrose,3
Females,1,"Employed, worked full-time",211051280,Montrose,4
Persons,1,"Employed, worked full-time",211051280,Montrose,7
Males,2,"Employed, worked part-time",211051280,Montrose,0
Females,2,"Employed, worked part-time",211051280,Montrose,9
Persons,2,"Employed, worked part-time",211051280,Montrose,9
Males,3,"Employed, away from work",211051280,Montrose,0
Females,3,"Employed, away from work",211051280,Montrose,0
Persons,3,"Employed, away from work",211051280,Montrose,0
Males,4,"Employed, hours of work not stated",211051280,Montrose,0
Females,4,"Employed, hours of work not stated",211051280,Montrose,0
Persons,4,"Employed, hours of work not stated",211051280,Montrose,0
Males,5,"Unemployed, looking for full-time work",211051280,Montrose,0
Females,5,"Unemployed, looking for full-time work",211051280,Montrose,0
Persons,5,"Unemployed, looking for full-time work",211051280,Montrose,0
Males,6,"Unemployed, looking for part-time work",211051280,Montrose,0
Females,6,"Unemployed, looking for part-time work",211051280,Montrose,3
Persons,6,"Unemployed, looking for part-time work",211051280,Montrose,3
Males,7,Not in the labour force,211051280,Montrose,0
Females,7,Not in the labour force,211051280,Montrose,15
Persons,7,Not in the labour force,211051280,Montrose,15
Males,Z,Labour force status not stated,211051280,Montrose,0
Females,Z,Labour force status not stated,211051280,Montrose,0
Persons,Z,Labour force status not stated,211051280,Montrose,0
Males,EMP,Total Employed,211051280,Montrose,3
Females,EMP,Total Employed,211051280,Montrose,11
Persons,EMP,Total Employed,211051280,Montrose,12
Males,UEMP,Total Unemployed,211051280,Montrose,0
Females,UEMP,Total Unemployed,211051280,Montrose,3
Persons,UEMP,Total Unemployed,211051280,Montrose,3
Males,LF,Total Labour Force,211051280,Montrose,3
Females,LF,Total Labour Force,211051280,Montrose,12
Persons,LF,Total Labour Force,211051280,Montrose,11
Males,TOT,Total,211051280,Montrose,3
Females,TOT,Total,211051280,Montrose,29
Persons,TOT,Total,211051280,Montrose,28
Males,1,"Employed, worked full-time",211051281,Mooroolbark,5
Females,1,"Employed, worked full-time",211051281,Mooroolbark,16
Persons,1,"Employed, worked full-time",211051281,Mooroolbark,22
Males,2,"Employed, worked part-time",211051281,Mooroolbark,0
Females,2,"Employed, worked part-time",211051281,Mooroolbark,38
Persons,2,"Employed, worked part-time",211051281,Mooroolbark,38
Males,3,"Employed, away from work",211051281,Mooroolbark,0
Females,3,"Employed, away from work",211051281,Mooroolbark,0
Persons,3,"Employed, away from work",211051281,Mooroolbark,0
Males,4,"Employed, hours of work not stated",211051281,Mooroolbark,0
Females,4,"Employed, hours of work not stated",211051281,Mooroolbark,0
Persons,4,"Employed, hours of work not stated",211051281,Mooroolbark,0
Males,5,"Unemployed, looking for full-time work",211051281,Mooroolbark,0
Females,5,"Unemployed, looking for full-time work",211051281,Mooroolbark,3
Persons,5,"Unemployed, looking for full-time work",211051281,Mooroolbark,3
Males,6,"Unemployed, looking for part-time work",211051281,Mooroolbark,0
Females,6,"Unemployed, looking for part-time work",211051281,Mooroolbark,4
Persons,6,"Unemployed, looking for part-time work",211051281,Mooroolbark,4
Males,7,Not in the labour force,211051281,Mooroolbark,7
Females,7,Not in the labour force,211051281,Mooroolbark,77
Persons,7,Not in the labour force,211051281,Mooroolbark,81
Males,Z,Labour force status not stated,211051281,Mooroolbark,0
Females,Z,Labour force status not stated,211051281,Mooroolbark,0
Persons,Z,Labour force status not stated,211051281,Mooroolbark,0
Males,EMP,Total Employed,211051281,Mooroolbark,5
Females,EMP,Total Employed,211051281,Mooroolbark,51
Persons,EMP,Total Employed,211051281,Mooroolbark,55
Males,UEMP,Total Unemployed,211051281,Mooroolbark,0
Females,UEMP,Total Unemployed,211051281,Mooroolbark,5
Persons,UEMP,Total Unemployed,211051281,Mooroolbark,5
Males,LF,Total Labour Force,211051281,Mooroolbark,5
Females,LF,Total Labour Force,211051281,Mooroolbark,60
Persons,LF,Total Labour Force,211051281,Mooroolbark,64
Males,TOT,Total,211051281,Mooroolbark,11
Females,TOT,Total,211051281,Mooroolbark,136
Persons,TOT,Total,211051281,Mooroolbark,145
Males,1,"Employed, worked full-time",211051282,Mount Dandenong - Olinda,4
Females,1,"Employed, worked full-time",211051282,Mount Dandenong - Olinda,3
Persons,1,"Employed, worked full-time",211051282,Mount Dandenong - Olinda,11
Males,2,"Employed, worked part-time",211051282,Mount Dandenong - Olinda,0
Females,2,"Employed, worked part-time",211051282,Mount Dandenong - Olinda,12
Persons,2,"Employed, worked part-time",211051282,Mount Dandenong - Olinda,13
Males,3,"Employed, away from work",211051282,Mount Dandenong - Olinda,0
Females,3,"Employed, away from work",211051282,Mount Dandenong - Olinda,0
Persons,3,"Employed, away from work",211051282,Mount Dandenong - Olinda,0
Males,4,"Employed, hours of work not stated",211051282,Mount Dandenong - Olinda,0
Females,4,"Employed, hours of work not stated",211051282,Mount Dandenong - Olinda,0
Persons,4,"Employed, hours of work not stated",211051282,Mount Dandenong - Olinda,0
Males,5,"Unemployed, looking for full-time work",211051282,Mount Dandenong - Olinda,0
Females,5,"Unemployed, looking for full-time work",211051282,Mount Dandenong - Olinda,0
Persons,5,"Unemployed, looking for full-time work",211051282,Mount Dandenong - Olinda,0
Males,6,"Unemployed, looking for part-time work",211051282,Mount Dandenong - Olinda,0
Females,6,"Unemployed, looking for part-time work",211051282,Mount Dandenong - Olinda,0
Persons,6,"Unemployed, looking for part-time work",211051282,Mount Dandenong - Olinda,0
Males,7,Not in the labour force,211051282,Mount Dandenong - Olinda,0
Females,7,Not in the labour force,211051282,Mount Dandenong - Olinda,12
Persons,7,Not in the labour force,211051282,Mount Dandenong - Olinda,12
Males,Z,Labour force status not stated,211051282,Mount Dandenong - Olinda,0
Females,Z,Labour force status not stated,211051282,Mount Dandenong - Olinda,0
Persons,Z,Labour force status not stated,211051282,Mount Dandenong - Olinda,0
Males,EMP,Total Employed,211051282,Mount Dandenong - Olinda,5
Females,EMP,Total Employed,211051282,Mount Dandenong - Olinda,17
Persons,EMP,Total Employed,211051282,Mount Dandenong - Olinda,26
Males,UEMP,Total Unemployed,211051282,Mount Dandenong - Olinda,0
Females,UEMP,Total Unemployed,211051282,Mount Dandenong - Olinda,0
Persons,UEMP,Total Unemployed,211051282,Mount Dandenong - Olinda,0
Males,LF,Total Labour Force,211051282,Mount Dandenong - Olinda,5
Females,LF,Total Labour Force,211051282,Mount Dandenong - Olinda,17
Persons,LF,Total Labour Force,211051282,Mount Dandenong - Olinda,26
Males,TOT,Total,211051282,Mount Dandenong - Olinda,5
Females,TOT,Total,211051282,Mount Dandenong - Olinda,27
Persons,TOT,Total,211051282,Mount Dandenong - Olinda,40
Males,1,"Employed, worked full-time",211051283,Mount Evelyn,0
Females,1,"Employed, worked full-time",211051283,Mount Evelyn,4
Persons,1,"Employed, worked full-time",211051283,Mount Evelyn,5
Males,2,"Employed, worked part-time",211051283,Mount Evelyn,0
Females,2,"Employed, worked part-time",211051283,Mount Evelyn,12
Persons,2,"Employed, worked part-time",211051283,Mount Evelyn,12
Males,3,"Employed, away from work",211051283,Mount Evelyn,0
Females,3,"Employed, away from work",211051283,Mount Evelyn,3
Persons,3,"Employed, away from work",211051283,Mount Evelyn,3
Males,4,"Employed, hours of work not stated",211051283,Mount Evelyn,0
Females,4,"Employed, hours of work not stated",211051283,Mount Evelyn,0
Persons,4,"Employed, hours of work not stated",211051283,Mount Evelyn,0
Males,5,"Unemployed, looking for full-time work",211051283,Mount Evelyn,3
Females,5,"Unemployed, looking for full-time work",211051283,Mount Evelyn,0
Persons,5,"Unemployed, looking for full-time work",211051283,Mount Evelyn,3
Males,6,"Unemployed, looking for part-time work",211051283,Mount Evelyn,0
Females,6,"Unemployed, looking for part-time work",211051283,Mount Evelyn,0
Persons,6,"Unemployed, looking for part-time work",211051283,Mount Evelyn,7
Males,7,Not in the labour force,211051283,Mount Evelyn,3
Females,7,Not in the labour force,211051283,Mount Evelyn,35
Persons,7,Not in the labour force,211051283,Mount Evelyn,38
Males,Z,Labour force status not stated,211051283,Mount Evelyn,0
Females,Z,Labour force status not stated,211051283,Mount Evelyn,0
Persons,Z,Labour force status not stated,211051283,Mount Evelyn,0
Males,EMP,Total Employed,211051283,Mount Evelyn,0
Females,EMP,Total Employed,211051283,Mount Evelyn,20
Persons,EMP,Total Employed,211051283,Mount Evelyn,24
Males,UEMP,Total Unemployed,211051283,Mount Evelyn,3
Females,UEMP,Total Unemployed,211051283,Mount Evelyn,0
Persons,UEMP,Total Unemployed,211051283,Mount Evelyn,6
Males,LF,Total Labour Force,211051283,Mount Evelyn,4
Females,LF,Total Labour Force,211051283,Mount Evelyn,25
Persons,LF,Total Labour Force,211051283,Mount Evelyn,25
Males,TOT,Total,211051283,Mount Evelyn,7
Females,TOT,Total,211051283,Mount Evelyn,61
Persons,TOT,Total,211051283,Mount Evelyn,64
Males,1,"Employed, worked full-time",211051284,Upwey - Tecoma,3
Females,1,"Employed, worked full-time",211051284,Upwey - Tecoma,4
Persons,1,"Employed, worked full-time",211051284,Upwey - Tecoma,9
Males,2,"Employed, worked part-time",211051284,Upwey - Tecoma,0
Females,2,"Employed, worked part-time",211051284,Upwey - Tecoma,19
Persons,2,"Employed, worked part-time",211051284,Upwey - Tecoma,19
Males,3,"Employed, away from work",211051284,Upwey - Tecoma,0
Females,3,"Employed, away from work",211051284,Upwey - Tecoma,0
Persons,3,"Employed, away from work",211051284,Upwey - Tecoma,0
Males,4,"Employed, hours of work not stated",211051284,Upwey - Tecoma,0
Females,4,"Employed, hours of work not stated",211051284,Upwey - Tecoma,0
Persons,4,"Employed, hours of work not stated",211051284,Upwey - Tecoma,0
Males,5,"Unemployed, looking for full-time work",211051284,Upwey - Tecoma,0
Females,5,"Unemployed, looking for full-time work",211051284,Upwey - Tecoma,0
Persons,5,"Unemployed, looking for full-time work",211051284,Upwey - Tecoma,0
Males,6,"Unemployed, looking for part-time work",211051284,Upwey - Tecoma,0
Females,6,"Unemployed, looking for part-time work",211051284,Upwey - Tecoma,3
Persons,6,"Unemployed, looking for part-time work",211051284,Upwey - Tecoma,3
Males,7,Not in the labour force,211051284,Upwey - Tecoma,3
Females,7,Not in the labour force,211051284,Upwey - Tecoma,22
Persons,7,Not in the labour force,211051284,Upwey - Tecoma,24
Males,Z,Labour force status not stated,211051284,Upwey - Tecoma,0
Females,Z,Labour force status not stated,211051284,Upwey - Tecoma,0
Persons,Z,Labour force status not stated,211051284,Upwey - Tecoma,0
Males,EMP,Total Employed,211051284,Upwey - Tecoma,3
Females,EMP,Total Employed,211051284,Upwey - Tecoma,23
Persons,EMP,Total Employed,211051284,Upwey - Tecoma,27
Males,UEMP,Total Unemployed,211051284,Upwey - Tecoma,0
Females,UEMP,Total Unemployed,211051284,Upwey - Tecoma,3
Persons,UEMP,Total Unemployed,211051284,Upwey - Tecoma,3
Males,LF,Total Labour Force,211051284,Upwey - Tecoma,3
Females,LF,Total Labour Force,211051284,Upwey - Tecoma,26
